City,Organization Name,Payment Amount,Grant Type,Grant Sector
Kelowna,Central Okanagan Wrestling Association,8000,Community Gaming Grant,Sport
Kelowna,Centre Culturel Francophone De L'Okanagan,40000,Community Gaming Grant,Arts and Culture
Kelowna,Children's Festival Society of Kelowna,11000,Community Gaming Grant,Arts and Culture
Kelowna,Creator's Arts Centre Society,7800,Community Gaming Grant,Arts and Culture
Kelowna,Endurance Riders Association of British Columbia,7500,Community Gaming Grant,Sport
Kelowna,Friends of Fintry Provincial Park,6500,Community Gaming Grant,Arts and Culture
Kelowna,Inspired Word Cafe Society,4000,Community Gaming Grant,Arts and Culture
Kelowna,Kelowna Aqua-Jets Swim Club,70000,Community Gaming Grant,Sport
Kelowna,Kelowna Art Gallery Association,65000,Community Gaming Grant,Arts and Culture
Kelowna,Kelowna Ballet Society,36000,Community Gaming Grant,Arts and Culture
Kelowna,Kelowna City Concert Band Society,8000,Community Gaming Grant,Arts and Culture
Kelowna,Kelowna College Basketball Society,12000,Community Gaming Grant,Sport
Kelowna,Kelowna Community Music School Society,15000,Community Gaming Grant,Arts and Culture
Kelowna,Kelowna Curling Club,40200,Community Gaming Grant,Sport
Kelowna,Kelowna Figure Skating Club,85000,Community Gaming Grant,Sport
Kelowna,Kelowna Lawn Bowling Club,6000,Community Gaming Grant,Sport
Kelowna,Kelowna Minor Fastball Society,13000,Community Gaming Grant,Sport
Kelowna,Kelowna Minor Football Association,40000,Community Gaming Grant,Sport
Kelowna,Kelowna Minor Lacrosse Association,16000,Community Gaming Grant,Sport
Kelowna,Kelowna Museums Society,72000,Community Gaming Grant,Arts and Culture
Kelowna,Kelowna Ringette Association,38000,Community Gaming Grant,Sport
Kelowna,Kelowna Ski Club,30000,Community Gaming Grant,Sport
Kelowna,Kelowna Speed Skating Club,8000,Community Gaming Grant,Sport
Kelowna,Kelowna Springboard Diving Club,10000,Community Gaming Grant,Sport
Kelowna,Kelowna United Football Club,28000,Community Gaming Grant,Sport
Kelowna,Kelowna Visual & Performing Arts Centre Society,39800,Community Gaming Grant,Arts and Culture
Kelowna,Kelowna Youth Soccer Association,50000,Community Gaming Grant,Sport
Kelowna,Living Positive Resource Centre - Okanagan,45000,Community Gaming Grant,Human and Social Services
Kelowna,New Vintage Theatre Society,6000,Community Gaming Grant,Arts and Culture
Kelowna,Ogopogo Summer Swim Club,35000,Community Gaming Grant,Sport
Kelowna,Okanagan Artists Alternative Association,35600,Community Gaming Grant,Arts and Culture
Kelowna,Okanagan Athletics Club Society,15250,Community Gaming Grant,Sport
Kelowna,Okanagan Gymnastics Centre Society,50000,Community Gaming Grant,Sport
Kelowna,Okanagan Mainline Football Society,15000,Community Gaming Grant,Sport
Kelowna,Okanagan Symphony Society,140500,Community Gaming Grant,Arts and Culture
Kelowna,Opera Kelowna Society,16000,Community Gaming Grant,Arts and Culture
Kelowna,Rutland Youth Soccer Association,33900,Community Gaming Grant,Sport
Kelowna,The Festivals and Special Events Development Society of Kelowna,25000,Community Gaming Grant,Arts and Culture
Kelowna,West Kelowna Minor Hockey Association,83500,Community Gaming Grant,Sport
Kimberley,Kimberley Alpine Team Society,17950,Community Gaming Grant,Sport
Kimberley,Kimberley Arts Council - Centre 64,14000,Community Gaming Grant,Arts and Culture
Kimberley,Kimberley Curling Club,18000,Community Gaming Grant,Sport
Kimberley,Kimberley Gymnastics Society,28600,Community Gaming Grant,Sport
Kimberley,Kimberley Minor Hockey Association,23500,Community Gaming Grant,Sport
Kimberley,Kimberley Skating Club,14000,Community Gaming Grant,Sport
Kitimat,Kitimat Dynamics Gymnastics Club,25000,Community Gaming Grant,Sport
Kitimat,Kitimat Museum & Archives,5200,Community Gaming Grant,Arts and Culture
Kitimat,Snow Valley Skating Club,23350,Community Gaming Grant,Sport
Ladysmith,Arts Council of Ladysmith and District,9000,Community Gaming Grant,Arts and Culture
Ladysmith,Ladysmith Baseball Association,12600,Community Gaming Grant,Sport
Ladysmith,Ladysmith Festival of Lights,21000,Community Gaming Grant,Arts and Culture
Ladysmith,Ladysmith Little Theatre Society,13000,Community Gaming Grant,Arts and Culture
Ladysmith,Ladysmith Steelers Football Club,11700,Community Gaming Grant,Sport
Lake Country,Kelowna Pipe Band Society,4600,Community Gaming Grant,Arts and Culture
Lake Country,Lake Country Art Gallery Society,35000,Community Gaming Grant,Arts and Culture
Lake Country,Winfield Figure Skating Club,15500,Community Gaming Grant,Sport
Lake Cowichan,Kaatza Historical Society,24000,Community Gaming Grant,Arts and Culture
Lake Cowichan,Lake Cowichan and District Minor Hockey Association,18700,Community Gaming Grant,Sport
Langford,West Shore Arts Council,4900,Community Gaming Grant,Arts and Culture
Langley,British Columbia Amateur Softball Association,52270,Community Gaming Grant,Sport
Langley,British Columbia Girls Choir Society,27500,Community Gaming Grant,Arts and Culture
Langley,Canadian Museum of Flight Association,30000,Community Gaming Grant,Arts and Culture
Langley,Creative Compass Society,1700,Community Gaming Grant,Arts and Culture
Langley,Flip City Gymnastics  Club,48700,Community Gaming Grant,Sport
Langley,Fort Canoe And Kayak Club,24000,Community Gaming Grant,Sport
Langley,Fort Langley Jazz & Arts Festival Society,13000,Community Gaming Grant,Arts and Culture
Langley,Fraser Valley Diving Society,27300,Community Gaming Grant,Sport
Langley,Fraser Valley Ringette Association,47500,Community Gaming Grant,Sport
Langley,Kitsilano Showboat Society,1000,Community Gaming Grant,Arts and Culture
Langley,Langley Arts Council,4500,Community Gaming Grant,Arts and Culture
Langley,Langley Baseball Association,31000,Community Gaming Grant,Sport
Langley,Langley Community Music School Society,55000,Community Gaming Grant,Arts and Culture
Langley,Langley Fastball Association,30000,Community Gaming Grant,Sport
Langley,Langley Flippers Swim Club,23000,Community Gaming Grant,Sport
Langley,Langley Girls Ice Hockey Association,20000,Community Gaming Grant,Sport
Langley,Langley Gymnastics Foundation,74000,Community Gaming Grant,Sport
Langley,Langley Minor Hockey Association,100000,Community Gaming Grant,Sport
Langley,Langley Rams Junior Football Team,15000,Community Gaming Grant,Sport
Langley,Langley Riders Society,1250,Community Gaming Grant,Sport
Langley,Langley Skating Club,40000,Community Gaming Grant,Sport
Langley,Langley Ukulele Association,55000,Community Gaming Grant,Arts and Culture
Langley,Langley United Soccer Association,100000,Community Gaming Grant,Sport
Langley,North Langley Diamond Sports,50000,Community Gaming Grant,Sport
Langley,The Royal Canadian Theatre Company,16500,Community Gaming Grant,Arts and Culture
Langley,Valley Ball Hockey Association,40000,Community Gaming Grant,Sport
Langley,White Spot Pipe Band Society,10000,Community Gaming Grant,Arts and Culture
Lantzville,Nanaimo Shotokan Karate-Do Association,4000,Community Gaming Grant,Sport
Lillooet,Skate Lillooet,11150,Community Gaming Grant,Sport
Logan Lake,Logan Lake Minor Hockey Association,11100,Community Gaming Grant,Sport
Lone Butte,Interlakes Community Centre Society,1200,Community Gaming Grant,Arts and Culture
Lumby,Lumby & District Figure Skating Club,10000,Community Gaming Grant,Sport
Lumby,Lumby Curling Club,4000,Community Gaming Grant,Sport
Lytton,2 Rivers Remix Society,20000,Community Gaming Grant,Arts and Culture
Mackenzie,Mackenzie Figure Skating Club,12000,Community Gaming Grant,Sport
Mansons Landing,Cortes Island Museum & Archives Society,18000,Community Gaming Grant,Arts and Culture
Maple Ridge,BC  Jr B Tier 1 Lacrosse League Association,50000,Community Gaming Grant,Sport
Maple Ridge,Golden Ears Athletics Society,9250,Community Gaming Grant,Sport
Maple Ridge,Haney Seahorse Swim Club,19000,Community Gaming Grant,Sport
Maple Ridge,Maple Ridge and Pitt Meadows Arts Council,97000,Community Gaming Grant,Arts and Culture
Maple Ridge,Maple Ridge Caribbean Festival Society,11000,Community Gaming Grant,Arts and Culture
Maple Ridge,Maple Ridge Historical Society,31200,Community Gaming Grant,Arts and Culture
Maple Ridge,Meadow Ridge Female Minor Hockey Association,42300,Community Gaming Grant,Sport
Maple Ridge,Meadow Ridge Football Association,20000,Community Gaming Grant,Sport
Maple Ridge,Polonez Polish Canadian Dance Society,22000,Community Gaming Grant,Arts and Culture
Maple Ridge,Professional Live Arts for Youth Society,25000,Community Gaming Grant,Arts and Culture
Maple Ridge,Ridge Canoe & Kayak Club,19500,Community Gaming Grant,Sport
Maple Ridge,Ridge Meadows Minor Ball Hockey Association,40000,Community Gaming Grant,Sport
Maple Ridge,Ridge Meadows Minor Baseball Association,46000,Community Gaming Grant,Sport
Maple Ridge,Ridge Meadows Minor Hockey Association,100000,Community Gaming Grant,Sport
Maple Ridge,Ridge Meadows Minor Lacrosse Association,80000,Community Gaming Grant,Sport
Maple Ridge,Ridge Meadows Minor Softball Association,48500,Community Gaming Grant,Sport
Maple Ridge,Ridge Meadows Soccer Club,97800,Community Gaming Grant,Sport
Maple Ridge,Ridge Meadows Speed Skating Association,7500,Community Gaming Grant,Sport
Maple Ridge,Rotary Club of Haney,10000,Community Gaming Grant,Human and Social Services
Maple Ridge,Surrey German Language School Society,17700,Community Gaming Grant,Arts and Culture
Merritt,Canadian Society of Country Music and Heritage,40000,Community Gaming Grant,Arts and Culture
Merritt,Merritt Curling Club,1700,Community Gaming Grant,Sport
Merritt,Merritt Dance Society,15000,Community Gaming Grant,Arts and Culture
Merritt,Merritt Otters Swim Club,13650,Community Gaming Grant,Sport
Merritt,Nicola Valley Community Arts Council,15900,Community Gaming Grant,Arts and Culture
Merritt,Nicola Valley Skating Club,10000,Community Gaming Grant,Sport
Mill Bay,Kerry Park Skating Club,14000,Community Gaming Grant,Sport
Mission,District of Mission Arts Council,32000,Community Gaming Grant,Arts and Culture
Mission,Mission District Historical Society,29400,Community Gaming Grant,Arts and Culture
Mission,Mission Figure Skating Club Society,28000,Community Gaming Grant,Sport
Mission,Mission Folk Music Festival Society,76000,Community Gaming Grant,Arts and Culture
Mission,Mission Minor Hockey Association (1985),65275,Community Gaming Grant,Sport
Mission,Mission Minor Lacrosse Club,23500,Community Gaming Grant,Sport
Mission,Mission Racers Speed Skating Club,2000,Community Gaming Grant,Sport
Mission,Mission Soccer Club,25000,Community Gaming Grant,Sport
Mission,Opening Nite Theatre Society,7000,Community Gaming Grant,Arts and Culture
Nakusp,Arrow Lakes Historical Society,7000,Community Gaming Grant,Arts and Culture
Nanaimo,A Cappella Plus Choral Society,4200,Community Gaming Grant,Arts and Culture
Nanaimo,Crimson Coast Dance Society,52100,Community Gaming Grant,Arts and Culture
Nanaimo,L'Association des francophones de Nanaimo,42000,Community Gaming Grant,Arts and Culture
Nanaimo,Malaspina Choir Society,7000,Community Gaming Grant,Arts and Culture
Nanaimo,Nanaimo & District Museum Society,63000,Community Gaming Grant,Arts and Culture
Nanaimo,Nanaimo and District Lacrosse Association,30000,Community Gaming Grant,Sport
Nanaimo,Nanaimo Art Gallery Society,100000,Community Gaming Grant,Arts and Culture
Nanaimo,Nanaimo BMX Association,25000,Community Gaming Grant,Sport
Nanaimo,Nanaimo Canadian Amateur Football Association,17500,Community Gaming Grant,Sport
Nanaimo,Nanaimo Canoe and Kayak Club,19900,Community Gaming Grant,Sport
Nanaimo,Nanaimo Conservatory of Music,37500,Community Gaming Grant,Arts and Culture
Nanaimo,Nanaimo Conservatory of Music,12000,Community Gaming Grant,Arts and Culture
Nanaimo,Nanaimo Curling Club,25830,Community Gaming Grant,Sport
Nanaimo,Nanaimo Diamonds Artistic Swimming Club,20000,Community Gaming Grant,Sport
Nanaimo,Nanaimo Festival Heritage Theatre Society,53500,Community Gaming Grant,Arts and Culture
Nanaimo,Nanaimo Judo Club,6500,Community Gaming Grant,Sport
Nanaimo,Nanaimo Minor Baseball Association,35000,Community Gaming Grant,Sport
Nanaimo,Nanaimo Minor Hockey Association,93500,Community Gaming Grant,Sport
Nanaimo,Nanaimo Minor Softball Association,11500,Community Gaming Grant,Sport
Nanaimo,Nanaimo Riptides Swim Team Association,78000,Community Gaming Grant,Sport
Nanaimo,Nanaimo Rowing Club,25000,Community Gaming Grant,Sport
Nanaimo,Nanaimo Skating Club,26500,Community Gaming Grant,Sport
Nanaimo,Nanaimo Swim Club,35500,Community Gaming Grant,Sport
Nanaimo,Nanaimo Tae Kwon Do Club,5000,Community Gaming Grant,Sport
Nanaimo,Opera Nanaimo Society,2200,Community Gaming Grant,Arts and Culture
Nanaimo,Pacific Coast Stage Company,7700,Community Gaming Grant,Arts and Culture
Nanaimo,Vancouver Island Exhibition Association,48000,Community Gaming Grant,Arts and Culture
Nanaimo,Vancouver Island Military Museum Society,40000,Community Gaming Grant,Arts and Culture
Nanaimo,Vancouver Island Symphony,80000,Community Gaming Grant,Arts and Culture
Nanaimo,VanIsle Masters Artistic Swimming Club,4400,Community Gaming Grant,Sport
Nanoose Bay,Federation of British Columbia Writers,20150,Community Gaming Grant,Arts and Culture
Nelson,Association des Francophones des Kootenays Ouest,14300,Community Gaming Grant,Arts and Culture
Nelson,Capitol Theatre Restoration Society,24450,Community Gaming Grant,Arts and Culture
Nelson,Glacier Gymnastics Club,50000,Community Gaming Grant,Sport
Nelson,Kootenay Cooperative Radio,7200,Community Gaming Grant,Arts and Culture
Nelson,Kootenay Literary Society,10500,Community Gaming Grant,Arts and Culture
Nelson,Nelson and District Arts Council,21500,Community Gaming Grant,Arts and Culture
Nelson,"Nelson and District Museum, Archives, Art Gallery and Historical Society",21700,Community Gaming Grant,Arts and Culture
Nelson,Nelson Baseball Association,9900,Community Gaming Grant,Sport
Nelson,Nelson Circus Performers Association,10000,Community Gaming Grant,Arts and Culture
Nelson,Nelson Civic Theatre Society,14950,Community Gaming Grant,Arts and Culture
Nelson,Nelson Curling Club,18000,Community Gaming Grant,Sport
Nelson,Nelson Fine Arts Centre Society,12400,Community Gaming Grant,Arts and Culture
Nelson,Nelson History Theatre Society,19500,Community Gaming Grant,Arts and Culture
Nelson,Nelson Leafs Hockey Society,15000,Community Gaming Grant,Sport
Nelson,Nelson Neptune Swim Club,10500,Community Gaming Grant,Sport
Nelson,Nelson Nordic Ski Club,9900,Community Gaming Grant,Sport
Nelson,Nelson Paddling Club,9000,Community Gaming Grant,Sport
Nelson,Nelson Skating Club,20000,Community Gaming Grant,Sport
Nelson,Nelson Soccer Association,55000,Community Gaming Grant,Sport
Nelson,The Kootenay Swim Club,20000,Community Gaming Grant,Sport
Nelson,West Kootenay Pony Club,4300,Community Gaming Grant,Sport
Nelson,West Kootenay Regional Arts Council,16900,Community Gaming Grant,Arts and Culture
New Denver,Valhalla Hills Nordic Ski Club,4900,Community Gaming Grant,Sport
New Westminster,Arts Council of New Westminster,29500,Community Gaming Grant,Arts and Culture
New Westminster,British Columbia Artistic Swimming Association,72500,Community Gaming Grant,Sport
New Westminster,British Columbia Deaf Sports Federation,50000,Community Gaming Grant,Sport
New Westminster,Hyack Swim Club,80000,Community Gaming Grant,Sport
New Westminster,Massey Theatre Society,70000,Community Gaming Grant,Arts and Culture
New Westminster,New Westminster Minor Hockey Association,70000,Community Gaming Grant,Sport
New Westminster,New Westminster Minor Lacrosse Association,40000,Community Gaming Grant,Sport
New Westminster,New Westminster Symphony Society,14500,Community Gaming Grant,Arts and Culture
New Westminster,Royal City Hyacks Football Club,20000,Community Gaming Grant,Sport
New Westminster,Royal City Musical Theatre Society,34000,Community Gaming Grant,Arts and Culture
New Westminster,Royal City Youth Soccer Club,35000,Community Gaming Grant,Sport
New Westminster,Savage Production Society,10000,Community Gaming Grant,Arts and Culture
New Westminster,VAYA Youth Arts Society,23000,Community Gaming Grant,Arts and Culture
North Saanich,Peninsula Minor Hockey Association,76000,Community Gaming Grant,Sport
North Saanich,Vancouver Island Youth Dance Theatre Association,25000,Community Gaming Grant,Arts and Culture
North Vancouver,British Columbia Photography and Media Arts Society,59500,Community Gaming Grant,Arts and Culture
North Vancouver,Chena Swim Club,49500,Community Gaming Grant,Sport
North Vancouver,Cypress Ski Club,30000,Community Gaming Grant,Sport
North Vancouver,Deep Cove Heritage Society,1750,Community Gaming Grant,Arts and Culture
North Vancouver,Deep Cove Rowing Club,20000,Community Gaming Grant,Sport
North Vancouver,Erato Ensemble Society,6000,Community Gaming Grant,Arts and Culture
North Vancouver,Flicka Gymnastics Club,52400,Community Gaming Grant,Sport
North Vancouver,Gordon Sturtridge League Football Association,11000,Community Gaming Grant,Sport
North Vancouver,Grouse Mountain Tyee Ski Club,50000,Community Gaming Grant,Sport
North Vancouver,Laudate Singers Society,9000,Community Gaming Grant,Arts and Culture
North Vancouver,Lynn Valley Little League Association,28600,Community Gaming Grant,Sport
North Vancouver,Mount Seymour Little League Association,39000,Community Gaming Grant,Sport
North Vancouver,Mountain United Football Club Society,13200,Community Gaming Grant,Sport
North Vancouver,Nor Westers Track and Field Club,9100,Community Gaming Grant,Sport
North Vancouver,North Shore Celtic Ensemble,21500,Community Gaming Grant,Arts and Culture
North Vancouver,North Shore Chorus Society,5000,Community Gaming Grant,Arts and Culture
North Vancouver,North Shore Female Ice Hockey Association,25000,Community Gaming Grant,Sport
North Vancouver,North Shore Girls Soccer Club,125000,Community Gaming Grant,Sport
North Vancouver,North Shore Light Opera Society,5000,Community Gaming Grant,Arts and Culture
North Vancouver,North Shore Multicultural Society,44700,Community Gaming Grant,Arts and Culture
North Vancouver,North Vancouver Community Arts Council,80000,Community Gaming Grant,Arts and Culture
North Vancouver,North Vancouver Community Band,6000,Community Gaming Grant,Arts and Culture
North Vancouver,North Vancouver Cruisers Summer Aquatics Club,31000,Community Gaming Grant,Sport
North Vancouver,North Vancouver Football Club,122900,Community Gaming Grant,Sport
North Vancouver,North Vancouver Minor Hockey Association,100000,Community Gaming Grant,Sport
North Vancouver,North Vancouver Water Polo Club,3500,Community Gaming Grant,Sport
North Vancouver,North West Vancouver Ringette Association,16400,Community Gaming Grant,Sport
North Vancouver,Presentation House Cultural Society,45000,Community Gaming Grant,Arts and Culture
North Vancouver,R.N.B. Dance and Theatre Arts Society,60500,Community Gaming Grant,Arts and Culture
North Vancouver,Redshift Music Society,15000,Community Gaming Grant,Arts and Culture
North Vancouver,Sea to Sky Field Hockey Club,16400,Community Gaming Grant,Sport
North Vancouver,Seymour Art Gallery Society,38500,Community Gaming Grant,Arts and Culture
North Vancouver,Universal Gospel Choir,16500,Community Gaming Grant,Arts and Culture
North Vancouver,Vancouver Adaptive Snow Sports,25500,Community Gaming Grant,Sport
North Vancouver,Vancouver Freestyle Ski Club,22000,Community Gaming Grant,Sport
North Vancouver,Vancouver International Mountain Film Festival Society,31750,Community Gaming Grant,Arts and Culture
North Vancouver,Vancouver Skating Club,65000,Community Gaming Grant,Sport
Oliver,Oliver Curling Club Society,7600,Community Gaming Grant,Sport
Osoyoos,Osoyoos Curling Club Society,12600,Community Gaming Grant,Sport
Parksville,Mount Arrowsmith Pipe Band Association,3000,Community Gaming Grant,Arts and Culture
Parksville,Oceanside Baseball Association,16500,Community Gaming Grant,Sport
Parksville,Oceanside Generals Jr. Hockey Club Society,15000,Community Gaming Grant,Sport
Parksville,Oceanside Minor Hockey Association,50000,Community Gaming Grant,Sport
Parksville,Oceanside Minor Lacrosse Association,5000,Community Gaming Grant,Sport
Parksville,Oceanside Youth Soccer Society,14000,Community Gaming Grant,Sport
Parksville,Premier Baseball Association,40000,Community Gaming Grant,Sport
Parksville,Sandy Shores Skating Club,10000,Community Gaming Grant,Sport
Peachland,Peachland Community Arts Council,8200,Community Gaming Grant,Arts and Culture
Peachland,Peachland Fall Fair,2500,Community Gaming Grant,Arts and Culture
Pemberton,Pemberton Canoe Association,6200,Community Gaming Grant,Sport
Pender Island,Pender Island Otters Summer Swim Club,9000,Community Gaming Grant,Sport
Pender Island,Ptarmigan Arts Society,60000,Community Gaming Grant,Arts and Culture
Pender Island,Three on the Tree Productions Society,22200,Community Gaming Grant,Arts and Culture
Penticton,Apex Freestyle Club,19900,Community Gaming Grant,Sport
Penticton,Glengarry Figure Skating Club,35000,Community Gaming Grant,Sport
Penticton,Kisu Swim Club,34300,Community Gaming Grant,Sport
Penticton,Nickel Plate Cross Country Ski Club,12200,Community Gaming Grant,Sport
Penticton,Penticton & District Community Arts Council,33000,Community Gaming Grant,Arts and Culture
Penticton,Penticton & District Minor Hockey Association,94900,Community Gaming Grant,Sport
Penticton,Penticton Academy of Music Society,20000,Community Gaming Grant,Arts and Culture
Penticton,Penticton Aquatic Association,16000,Community Gaming Grant,Sport
Penticton,Penticton Art Gallery Society,64500,Community Gaming Grant,Arts and Culture
Penticton,Penticton Curling Club,55000,Community Gaming Grant,Sport
Penticton,Penticton Minor Fastpitch Softball Association,5500,Community Gaming Grant,Sport
Penticton,Penticton Peach Festival Society,15000,Community Gaming Grant,Arts and Culture
Penticton,Penticton Scottish Festival Society,6000,Community Gaming Grant,Arts and Culture
Penticton,Pinnacles Football Club Association,90000,Community Gaming Grant,Sport
Penticton,Societe de la petite enfance de L'Ecole Entre Lacs,16000,Community Gaming Grant,Human and Social Services
Penticton,South Okanagan Minor Baseball Association,15000,Community Gaming Grant,Sport
Penticton,The Okanagan School of the Arts,15000,Community Gaming Grant,Arts and Culture
Pitt Meadows,Optimist Junior Interclub Curling League,8000,Community Gaming Grant,Sport
Pitt Meadows,Pitt Meadows Heritage and Museum Society,4000,Community Gaming Grant,Arts and Culture
Pitt Meadows,Port Coquitlam Speed Skating Club,5000,Community Gaming Grant,Sport
Port Alberni,Alberni District Fall Fair,30000,Community Gaming Grant,Arts and Culture
Port Alberni,Alberni Valley Curling Club,13200,Community Gaming Grant,Sport
Port Alberni,Alberni Valley Minor Hockey Association,50000,Community Gaming Grant,Sport
Port Alberni,Alberni Valley Minor Softball Association,10000,Community Gaming Grant,Sport
Port Alberni,Community Arts Council of the Alberni Valley,15250,Community Gaming Grant,Arts and Culture
Port Alberni,Mount Arrowsmith Skating Club,26000,Community Gaming Grant,Sport
Port Alberni,Port Alberni Aquatic Club (Winter Section),20000,Community Gaming Grant,Sport
Port Alberni,Port Alberni Gymnasium Association,33000,Community Gaming Grant,Sport
Port Alberni,The Port Alberni Maritime Heritage Society,29000,Community Gaming Grant,Arts and Culture
Port Alberni,Western Vancouver Island Industrial Heritage Society,29000,Community Gaming Grant,Arts and Culture
Port Clements,Port Clements Historical Society,11500,Community Gaming Grant,Arts and Culture
Port Coquitlam,Art Focus Artists' Association,3600,Community Gaming Grant,Arts and Culture
Port Coquitlam,Association of Port Coquitlam FC,100000,Community Gaming Grant,Sport
Port Coquitlam,Coastal Sound Music Academy Society,49000,Community Gaming Grant,Arts and Culture
Port Coquitlam,Port Coquitlam Marlins Summer Swim Club,24000,Community Gaming Grant,Sport
Port Coquitlam,Port Coquitlam Minor Hockey Association,90000,Community Gaming Grant,Sport
Port Coquitlam,Port Coquitlam Minor Lacrosse Association,35000,Community Gaming Grant,Sport
Port Coquitlam,Port Coquitlam/Ridge Meadows Ringette Association,36000,Community Gaming Grant,Sport
Port Coquitlam,The Maple Leaf Singers,10000,Community Gaming Grant,Arts and Culture
Port Coquitlam,The Port Coquitlam Heritage and Cultural Society,5650,Community Gaming Grant,Arts and Culture
Port Coquitlam,The Westcoast Harmony Chorus of Sweet Adelines International,8000,Community Gaming Grant,Arts and Culture
Port Coquitlam,Tri Cities Female Ice Hockey Association,48000,Community Gaming Grant,Sport
Port Coquitlam,Tri-City Minor Softball Association,7000,Community Gaming Grant,Sport
Port Coquitlam,West Coast Junior Lacrosse League,77000,Community Gaming Grant,Sport
Port McNeill,Tri Port Minor Hockey Association,5200,Community Gaming Grant,Sport
Port Moody,Coast Wrestling Society,20000,Community Gaming Grant,Sport
Port Moody,DreamRider Productions Society,65000,Community Gaming Grant,Arts and Culture
Port Moody,Inlet Rowing Club,14500,Community Gaming Grant,Sport
Port Moody,Inlet Skating Club of Port Moody,61700,Community Gaming Grant,Sport
Port Moody,Port Moody Amateur Hockey Association,75000,Community Gaming Grant,Sport
Port Moody,Port Moody Heritage Society,28000,Community Gaming Grant,Arts and Culture
Port Moody,Port Moody Lacrosse Association,20000,Community Gaming Grant,Sport
Port Moody,Port Moody Soccer Club,90000,Community Gaming Grant,Sport
Port Moody,Rocky Point Sailing Association,20000,Community Gaming Grant,Sport
Port Moody,Rotary Club of Port Moody,10000,Community Gaming Grant,Human and Social Services
Port Moody,Yarilo Contemporary Music Society,4000,Community Gaming Grant,Arts and Culture
Powell River,Malaspina Art Society,6000,Community Gaming Grant,Arts and Culture
Powell River,Pacific Region International Summer Music Association,28600,Community Gaming Grant,Arts and Culture
Powell River,Powell River Academy of Music,30000,Community Gaming Grant,Arts and Culture
Powell River,Powell River Council for Arts and Culture,23000,Community Gaming Grant,Arts and Culture
Powell River,Powell River Curling Club,9200,Community Gaming Grant,Sport
Powell River,Powell River Film Society,14000,Community Gaming Grant,Arts and Culture
Powell River,Powell River Gymnastics Society,44300,Community Gaming Grant,Sport
Powell River,Powell River Kings Hockey Club Society,15000,Community Gaming Grant,Sport
Powell River,Powell River Minor Hockey Association,55000,Community Gaming Grant,Sport
Powell River,Powell River Youth Soccer Association,29800,Community Gaming Grant,Sport
Powell River,Townsite Heritage Society of Powell River,23000,Community Gaming Grant,Arts and Culture
Prince George,Alban Classical Artists Society,5600,Community Gaming Grant,Arts and Culture
Prince George,Caledonia Nordic Ski Club,11600,Community Gaming Grant,Sport
Prince George,Central British Columbia Railway and Forest Industry Museum Society,30000,Community Gaming Grant,Arts and Culture
Prince George,CFUR Radio Society,7500,Community Gaming Grant,Arts and Culture
Prince George,Community Arts Council of Prince George and District,9400,Community Gaming Grant,Arts and Culture
Prince George,Connaught Youth Centre Society,7500,Community Gaming Grant,Human and Social Services
Prince George,Fraser - Fort George Museum Society,92250,Community Gaming Grant,Arts and Culture
Prince George,Hart Pioneer Centre Association,68000,Community Gaming Grant,Human and Social Services
Prince George,Huble Homestead / Giscome Portage Heritage Society,51000,Community Gaming Grant,Arts and Culture
Prince George,Le Cercle des Canadiens Francais de Prince George,30000,Community Gaming Grant,Arts and Culture
Prince George,Multicultural Heritage Society of Prince George,50600,Community Gaming Grant,Arts and Culture
Prince George,Northern Adapted Sports Association,22000,Community Gaming Grant,Sport
Prince George,Northern BC Centre for Skating Association,70000,Community Gaming Grant,Sport
Prince George,Powder King Ski Club,4650,Community Gaming Grant,Sport
Prince George,Prince George Agricultural and Historical Association,52500,Community Gaming Grant,Arts and Culture
Prince George,Prince George Barracuda Swim Club,62000,Community Gaming Grant,Sport
Prince George,Prince George Blizzard Speed Skating Club,6900,Community Gaming Grant,Sport
Prince George,Prince George Canoe and Kayak Club,6900,Community Gaming Grant,Sport
Prince George,Prince George Cantata Singers,6500,Community Gaming Grant,Arts and Culture
Prince George,Prince George Figure Skating Club,57225,Community Gaming Grant,Sport
Prince George,Prince George Folkfest Society,26000,Community Gaming Grant,Arts and Culture
Prince George,Prince George Gymnastics Society,60000,Community Gaming Grant,Sport
Prince George,Prince George Minor Hockey Association,100000,Community Gaming Grant,Sport
Prince George,Prince George Minor Lacrosse Association,10000,Community Gaming Grant,Sport
Prince George,Prince George Pisces Summer Swim Club,29000,Community Gaming Grant,Sport
Prince George,Prince George Regional Art Gallery Association,185000,Community Gaming Grant,Arts and Culture
Prince George,Prince George Ringette Association,25500,Community Gaming Grant,Sport
Prince George,Prince George Ski Club,17500,Community Gaming Grant,Sport
Prince George,Prince George Symphony Orchestra Society,66000,Community Gaming Grant,Arts and Culture
Prince George,Prince George Track & Field Club,9000,Community Gaming Grant,Sport
Prince George,Prince George Youth Baseball Association,18480,Community Gaming Grant,Sport
Prince George,Prince George Youth Soccer Association,98400,Community Gaming Grant,Sport
Prince George,The Prince George Judo Association,7300,Community Gaming Grant,Sport
Prince George,TNW Theatre North West Society,64600,Community Gaming Grant,Arts and Culture
Prince George,Yalenka Ukrainian Dancers Society,8000,Community Gaming Grant,Arts and Culture
Prince Rupert,Association des Francophones et Francophiles du Nord-Ouest,19000,Community Gaming Grant,Arts and Culture
